name,stars,age_in_years,releases,primary_language,url
AxonFramework/AxonFramework,3396,13.30,128,Java,https://github.com/AxonFramework/AxonFramework
yigit/android-priority-jobqueue,3394,10.75,0,Java,https://github.com/yigit/android-priority-jobqueue
AsamK/signal-cli,3389,9.86,97,Java,https://github.com/AsamK/signal-cli
google/volley,3386,8.15,9,Java,https://github.com/google/volley
Red5/red5-server,3384,11.33,103,Java,https://github.com/Red5/red5-server
springdoc/springdoc-openapi,3383,5.69,87,Java,https://github.com/springdoc/springdoc-openapi
eclipse-openj9/openj9,3379,7.56,50,Java,https://github.com/eclipse-openj9/openj9
avast/android-butterknife-zelezny,3374,11.24,8,Java,https://github.com/avast/android-butterknife-zelezny
kevinsawicki/http-request,3374,13.41,0,Java,https://github.com/kevinsawicki/http-request
blossom-editor/blossom,3373,1.61,17,Java,https://github.com/blossom-editor/blossom
uber/AutoDispose,3370,8.24,4,Java,https://github.com/uber/AutoDispose
abel533/MyBatis-Spring-Boot,3370,9.25,0,Java,https://github.com/abel533/MyBatis-Spring-Boot
apache/incubator-kie-optaplanner,3362,14.09,5,Java,https://github.com/apache/incubator-kie-optaplanner
HelloWorld521/Java,3354,8.28,0,Java,https://github.com/HelloWorld521/Java
WinterChenS/my-site,3353,6.88,0,Java,https://github.com/WinterChenS/my-site
DataLinkDC/dinky,3348,3.77,29,Java,https://github.com/DataLinkDC/dinky
rom1v/sndcpy,3348,4.77,2,Java,https://github.com/rom1v/sndcpy
apache/linkis,3347,5.65,32,Java,https://github.com/apache/linkis
TNG/ArchUnit,3342,7.91,40,Java,https://github.com/TNG/ArchUnit
cropsly/ffmpeg-android-java,3338,10.52,8,Java,https://github.com/cropsly/ffmpeg-android-java
luojilab/DDComponentForAndroid,3332,7.53,4,Java,https://github.com/luojilab/DDComponentForAndroid
aragozin/jvm-tools,3327,12.89,0,Java,https://github.com/aragozin/jvm-tools
getActivity/Toaster,3325,6.50,33,Java,https://github.com/getActivity/Toaster
iammert/ScalingLayout,3321,7.46,4,Java,https://github.com/iammert/ScalingLayout
ivacf/archi,3320,9.52,0,Java,https://github.com/ivacf/archi
uncle-novel/uncle-novel,3311,6.27,1,Java,https://github.com/uncle-novel/uncle-novel
Netflix/concurrency-limits,3307,7.27,102,Java,https://github.com/Netflix/concurrency-limits
chenBingX/SuperTextView,3306,7.92,33,Java,https://github.com/chenBingX/SuperTextView
amitshekhariitbhu/PRDownloader,3304,7.35,8,Java,https://github.com/amitshekhariitbhu/PRDownloader
shekhargulati/99-problems,3304,9.32,0,Java,https://github.com/shekhargulati/99-problems
trojan-gfw/igniter,3302,6.36,33,Java,https://github.com/trojan-gfw/igniter
